209.25164,8.18876E-05,0.001186473,0.032684211,0.005158942,0.021996686,0.18743351,0.20674161,0.36591896,0.20653289,0.36418047,40,182.41385,v40-1,1
241.45297,8.13084E-05,0.000974975,0.034145208,0.005531461,0.024939093,0.18317888,0.22293867,0.34411213,0.20753208,0.33961257,40,260.56002,v40-10,1
258.31791,8.03553E-05,0.000879871,0.034549655,0.006120942,0.034171317,0.17553232,0.21562365,0.34560265,0.23717495,0.33496122,40,255.0401,v40-11,1
260.94031,8.55098E-05,0.001330074,0.035539239,0.006335846,0.030152612,0.19143847,0.2431519,0.3398173,0.19976378,0.32380518,40,247.02748,v40-12,1
234.71845,7.82315E-05,0.000865751,0.03274726,0.005198283,0.026725805,0.17398832,0.22357403,0.34279238,0.22149865,0.33535103,40,281.08999,v40-13,1
220.45743,8.0659E-05,0.000836715,0.034225663,0.005672884,0.026761464,0.17903334,0.22456786,0.33895612,0.19011408,0.33809833,40,274.55169,v40-14,1
213.64405,8.14064E-05,0.000767642,0.033640557,0.005643554,0.026328413,0.17823326,0.21792358,0.33659168,0.21035628,0.33100171,40,273.51859,v40-15,1
283.20323,7.9431E-05,0.001318748,0.033143545,0.006337768,0.026641599,0.17669478,0.22667043,0.33568791,0.20909398,0.32701258,40,272.25133,v40-16,1
244.91339,9.3867E-05,0.001100431,0.037213986,0.006810742,0.029506786,0.19557402,0.22210712,0.35647836,0.28843363,0.32081658,40,212.32257,v40-19,1
247.30873,7.88868E-05,0.000754679,0.033052031,0.005638723,0.018084881,0.18538402,0.22491851,0.34372482,0.22295587,0.33329893,40,274.97756,v40-2,1
224.3694,8.74198E-05,0.001110465,0.033667063,0.005787604,0.027758133,0.18164099,0.21382581,0.34283789,0.22506364,0.33510172,40,250.54017,v40-20,1
217.71783,8.60716E-05,0.000892553,0.034125169,0.006090868,0.026436404,0.18272678,0.2342867,0.34583471,0.21672775,0.33498663,40,265.92918,v40-21,1
265.68145,7.60171E-05,0.000879239,0.033651249,0.006041378,0.028811281,0.18369398,0.21292831,0.33573246,0.22595329,0.32316369,40,271.66082,v40-22,1
262.16837,8.41849E-05,0.000919862,0.03330988,0.005549339,0.025716424,0.18034876,0.22101702,0.34285168,0.20566786,0.33983736,40,268.39896,v40-23,1
242.53597,8.30169E-05,0.001054752,0.033261432,0.006031129,0.02868222,0.18040526,0.23970041,0.35031178,0.18379751,0.34916312,40,255.2983,v40-24,1
224.42025,9.09838E-05,0.000733499,0.035621709,0.005369322,0.035083081,0.17310996,0.21156928,0.33731559,0.22417718,0.32935932,40,259.45744,v40-25,1
223.0095,7.59519E-05,0.000845336,0.034321078,0.005025431,0.026181531,0.17922448,0.2255567,0.34201933,0.21317822,0.33480169,40,271.87595,v40-26,1
238.59351,8.3904E-05,0.000943019,0.03329307,0.005384472,0.02840285,0.18173483,0.22204058,0.34121059,0.22360842,0.33008205,40,271.85691,v40-27,1
267.45998,8.31584E-05,0.000778839,0.035787048,0.00635228,0.022583935,0.19327782,0.21929538,0.35073262,0.26618883,0.32469406,40,235.9627,v40-28,1
208.07631,8.71681E-05,0.000976043,0.033764875,0.005524331,0.022859668,0.18961642,0.21456895,0.34207068,0.24594311,0.32244934,40,257.4116,v40-29,1
225.96295,7.99174E-05,0.000974727,0.03322784,0.005736987,0.023738623,0.18416454,0.22515463,0.34724332,0.20688964,0.34340801,40,258.60659,v40-3,1
207.92042,9.0413E-05,0.001074307,0.036701002,0.006076518,0.028485372,0.20184956,0.26435964,0.34346375,0.19690499,0.31588264,40,241.00738,v40-30,1
222.83149,8.39738E-05,0.000910059,0.033235733,0.005070497,0.024583198,0.17898729,0.22401088,0.33974278,0.20243203,0.33603906,40,279.11654,v40-31,1
217.89911,8.78333E-05,0.001095846,0.033692824,0.00569945,0.032448022,0.1716317,0.22244059,0.34394169,0.21674869,0.33887576,40,265.02067,v40-32,1
211.58775,8.98231E-05,0.001028826,0.033659611,0.005487311,0.027166436,0.17940079,0.21730554,0.34165259,0.23029383,0.33074407,40,266.07317,v40-33,1
213.78675,8.72304E-05,0.000919129,0.033713209,0.005641862,0.023408783,0.19344142,0.20952148,0.33721996,0.19656677,0.33520869,40,264.67039,v40-34,1
234.93927,8.2531E-05,0.000887538,0.033032204,0.005281911,0.02176356,0.1825576,0.22236819,0.33896637,0.1900942,0.33860592,40,275.71936,v40-35,1
254.93632,8.22369E-05,0.001079989,0.034402906,0.005957275,0.02960388,0.18055383,0.22904869,0.34356329,0.21419758,0.33457333,40,250.86036,v40-37,1
